LFQi 1_ATL2: Significant Class A	LFQi 1_ATL2: Significant Class B	LFQi 1_ATL2: -Log(P-value)	LFQi 1_ATL2: Difference	LFQi 1_ATL3: Significant Class A	LFQi 1_ATL3: Significant Class B	LFQi 1_ATL3: -Log(P-value)	LFQi 1_ATL3: Difference	LFQi 1_ATP2B1: Significant Class A	LFQi 1_ATP2B1: Significant Class B	LFQi 1_ATP2B1: -Log(P-value)	LFQi 1_ATP2B1: Difference	LFQi 1_CLTA: Significant Class A	LFQi 1_CLTA: Significant Class B	LFQi 1_CLTA: -Log(P-value)	LFQi 1_CLTA: Difference	LFQi 1_LAMP1: Significant Class A	LFQi 1_LAMP1: Significant Class B	LFQi 1_LAMP1: -Log(P-value)	LFQi 1_LAMP1: Difference	LFQi 1_LMAN1: Significant Class A	LFQi 1_LMAN1: Significant Class B	LFQi 1_LMAN1: -Log(P-value)	LFQi 1_LMAN1: Difference	LFQi 1_MTOR: Significant Class A	LFQi 1_MTOR: Significant Class B	LFQi 1_MTOR: -Log(P-value)	LFQi 1_MTOR: Difference	LFQi 1_OSBPL8: Significant Class A	LFQi 1_OSBPL8: Significant Class B	LFQi 1_OSBPL8: -Log(P-value)	LFQi 1_OSBPL8: Difference	LFQi 1_POLR1C: Significant Class A	LFQi 1_POLR1C: Significant Class B	LFQi 1_POLR1C: -Log(P-value)	LFQi 1_POLR1C: Difference	LFQi 1_RAB14: Significant Class A	LFQi 1_RAB14: Significant Class B	LFQi 1_RAB14: -Log(P-value)	LFQi 1_RAB14: Difference	LFQi 1_SEC13: Significant Class A	LFQi 1_SEC13: Significant Class B	LFQi 1_SEC13: -Log(P-value)	LFQi 1_SEC13: Difference	LFQi 1_SEC24D: Significant Class A	LFQi 1_SEC24D: Significant Class B	LFQi 1_SEC24D: -Log(P-value)	LFQi 1_SEC24D: Difference	LFQi 1_SPTLC1: Significant Class A	LFQi 1_SPTLC1: Significant Class B	LFQi 1_SPTLC1: -Log(P-value)	LFQi 1_SPTLC1: Difference	LFQi 1_TAF12: Significant Class A	LFQi 1_TAF12: Significant Class B	LFQi 1_TAF12: -Log(P-value)	LFQi 1_TAF12: Difference	LFQi 1_VAPA: Significant Class A	LFQi 1_VAPA: Significant Class B	LFQi 1_VAPA: -Log(P-value)	LFQi 1_VAPA: Difference	LFQi 1_ATL2: Profile correlation	LFQi 1_ATL3: Profile correlation	LFQi 1_ATP2B1: Profile correlation	LFQi 1_CLTA: Profile correlation	LFQi 1_LAMP1: Profile correlation	LFQi 1_LMAN1: Profile correlation	LFQi 1_MTOR: Profile correlation	LFQi 1_OSBPL8: Profile correlation	LFQi 1_POLR1C: Profile correlation	LFQi 1_RAB14: Profile correlation	LFQi 1_SEC13: Profile correlation	LFQi 1_SEC24D: Profile correlation	LFQi 1_SPTLC1: Profile correlation	LFQi 1_TAF12: Profile correlation	LFQi 1_VAPA: Profile correlation	Protein IDs	Majority protein IDs	Protein names	Gene names	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQi 1_ATL2_01	LFQi 1_ATL2_02	LFQi 1_ATL2_03	LFQi 1_ATL3_01	LFQi 1_ATL3_02	LFQi 1_ATL3_03	LFQi 1_ATP2B1_01	LFQi 1_ATP2B1_02	LFQi 1_ATP2B1_03	LFQi 1_CLTA_01	LFQi 1_CLTA_02	LFQi 1_CLTA_03	LFQi 1_LAMP1_01	LFQi 1_LAMP1_02	LFQi 1_LAMP1_03	LFQi 1_LMAN1_01	LFQi 1_LMAN1_02	LFQi 1_LMAN1_03	LFQi 1_MTOR_01	LFQi 1_MTOR_02	LFQi 1_MTOR_03	LFQi 1_OSBPL8_01	LFQi 1_OSBPL8_02	LFQi 1_OSBPL8_03	LFQi 1_POLR1C_01	LFQi 1_POLR1C_02	LFQi 1_POLR1C_03	LFQi 1_RAB14_01	LFQi 1_RAB14_02	LFQi 1_SEC13_01	LFQi 1_SEC13_02	LFQi 1_SEC13_03	LFQi 1_SEC24D_01	LFQi 1_SEC24D_02	LFQi 1_SEC24D_03	LFQi 1_SPTLC1_01	LFQi 1_SPTLC1_02	LFQi 1_SPTLC1_03	LFQi 1_TAF12_01	LFQi 1_TAF12_02	LFQi 1_TAF12_03	LFQi 1_VAPA_01	LFQi 1_VAPA_02	LFQi 1_VAPA_03
		0.901869101	1.279347647			0.494367718	-0.824714116			0.31207952	-0.587245977			0.840973228	1.220729882			0.427713818	-0.750989369			0.260920149	-0.508021327			0.086640529	-0.193955285			0.272058215	-0.525675892			0.089301423	0.199415479			0.934862176	1.64436344			0.484351683	-0.824754606			0.480916706	-0.820386523			0.58612522	0.948624493			0.164774562	-0.344672085			0.236819174	0.460336912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QQY0;J3KSZ8;Q68DK7;Q68DK7-2	J3QQY0;J3KSZ8;Q68DK7;Q68DK7-2	Male-specific lethal 1 homolog	MSL1	Color2 [Red]	1	5					2	2	2	7.8	7.8	7.8	48.976	0	4.1385	664880	6	14.64588356	13.32051849	13.97486305	12.7247467	11.848979	11.05535412	11.25254059	13.82137585	11.70965576	14.5028944	14.2585659	13.01783466	14.16010761	9.814252853	12.35676289	13.05900097	11.79853821	12.14494324	14.60437965	11.51644135	11.74947548	14.27423286	10.99897385	11.68049335	13.88445663	11.12962914	13.94315624	14.58190632	13.53004074	14.24138737	11.86746597	10.01844501	12.37596512	12.55364513	11.2097578	14.39513206	12.74374008	13.88855267	14.15006447	11.40796852	11.89580917	13.86011696	11.94562626	13.67848969
		0.032689714	-0.122735632			0.170327346	-0.564762724			0.049874923	-0.183949879			0.588774428	-1.512742996			0.427127682	-1.192445464			0.014043197	0.053802418			0.055098045	0.202144314			0.487829791	-1.31794915			0.340548209	-1.000415148			0.074290375	-0.31361465	+	+	13.70753691	7.221136856			0.131269021	-0.448781113			0.374654694	-1.078056644			0.103675917	-0.363164829			0.429924232	-1.2269112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3KT10;Q9BW27;J3KRC0;Q9BW27-3;J3KSH3;F5H0W7;J3QLD4;J3QLH0;J3QL54;Q9BW27-2	J3KT10;Q9BW27;J3KRC0;Q9BW27-3;J3KSH3	Nuclear pore complex protein Nup85	NUP85	Color2 [Red]	1	5					6	6	6	17	17	17	70.177	0	12.318	1387700	14	11.9754324	11.84042931	12.49110413	11.59522533	11.72245693	11.66320229	13.20122623	10.57410908	12.36248589	10.96450329	12.00521374	9.49643898	10.93377399	10.91097927	11.50643539	12.54749489	11.94482994	12.3024435	13.64610577	11.55035305	12.0082016	9.727184296	11.86326408	11.41395378	11.95583725	12.46571732	9.460244179	10.75698662	12.9640522	19.55749321	18.53328323	18.50846863	10.57133389	11.80198097	13.03273582	10.67207146	12.03906918	10.9561224	11.85323334	12.2660265	11.52336216	9.507893562	10.91084671	12.57569885
		0.365116325	-0.742918024			0.173522336	-0.417833019			0.003569482	0.009729267			0.680370169	1.178928947			0.070463512	-0.179029819			0.409744433	0.81222744			0.16688726	-0.389476767			0.552672436	-1.015928368			0.020402041	0.054574939			0.265190062	0.785641511			0.682724101	-1.181792296			0.215130837	-0.483719808			0.030236882	0.080029651			0.793291204	1.311248098			1.108315971	1.668046624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3KT73;J3QL01;P63173;J3KSP2	J3KT73;J3QL01;P63173;J3KSP2	60S ribosomal protein L38	RPL38	Color2 [Red]	1	5					3	3	3	50	50	50	7.5649	0	49.32	131660000	99	11.63920498	13.69588089	14.50121498	12.90209675	11.57148838	16.33797073	13.2181921	13.92759323	14.77019882	14.68046951	14.78243542	15.68376255	11.26650238	14.14768219	15.98022842	14.13378429	14.51625443	15.4833746	15.55803204	13.95228577	11.30259705	13.8395977	14.21454716	11.0277853	11.09759712	16.05341721	14.8888855	13.61746788	15.81763363	12.02057648	11.04552174	15.55752373	14.27401447	11.79291439	14.48557758	14.08870506	13.78402138	14.23750877	13.69609833	15.66810894	16.14807892	14.65206051	15.99722385	16.41991043
		0.350557751	0.41900385			0.237657053	0.304056849			0.015349577	0.024040268		+	2.966523253	1.677069646			0.07561581	-0.111308171			0.417118951	0.479423241			0.048236086	0.072954096			0.391580418	0.456712387			0.124694841	-0.175517191			0.256156135	-0.441915537			0.124665145	-0.175479916			0.080601875	0.118084508			1.028945535	-0.907915851			2.888266118	-1.654420698			0.551019282	-0.590140615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3KTA4;P17844-2;P17844;J3QSF1;J3KRZ1;J3QR02;J3KRX8;J3QRQ7	J3KTA4;P17844-2;P17844	Probable ATP-dependent RNA helicase DDX5	DDX5	Color2 [Red]	1	5					11	11	10	35.8	35.8	32.6	69.086	0	306.05	72278000	288	19.38959312	18.35138702	18.09815598	19.17411613	18.36952019	17.9506588	18.33228111	18.44224739	17.97326088	19.69830704	19.93286705	19.68419647	18.51078796	18.02939415	17.83361816	18.67758942	18.77985382	18.5486412	18.59947014	18.1276207	18.15585518	19.37254143	18.16550636	18.40528297	17.64018822	18.2868557	18.2693367	17.82749176	18.01154327	18.37432671	17.90800476	17.91415215	18.53666496	18.13224792	18.33873558	17.90689087	18.21100426	16.05475235	14.7010355	17.45289993	17.95600128	17.16937637	18.10957527	17.53275108
		0.720883523	0.871437409			0.123397552	-0.211356781			0.200992794	-0.324242047			0.118681604	0.204746019			0.321732188	-0.477355494			1.247482818	-1.251412464			0.511284085	0.681151081			0.191640848	-0.311373529			0.174393285	0.287195996			0.287514729	0.578132752			0.246683992	0.384866269			0.923549485	-1.03114941			0.740755392	0.888025493			0.056651265	-0.103579667			0.562743262	-0.765863083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3KTD7;Q8ND04;Q8ND04-2	J3KTD7;Q8ND04;Q8ND04-2	Protein SMG8	SMG8	Color2 [Red]	1	5					1	1	1	4.8	4.8	4.8	30.088	0.0044623	2.1617	880950	2	14.37476826	15.65553093	13.37734604	14.38902664	14.06911373	11.70112228	12.89238167	14.52863693	12.6827755	14.33699417	14.04388142	13.18459606	14.36877918	11.72018242	13.59175587	11.94847393	12.73468399	12.85871792	14.46160698	14.00061607	14.419631	14.3755827	13.83880997	11.92495918	14.17547131	14.10631752	13.51150513	14.19890499	13.63628483	14.32150555	13.70411968	14.03754711	14.3929882	10.5625906	13.19491863	16.32844734	14.07372284	13.05131054	14.47027779	14.25502872	11.98821259	14.219244	13.65082741	10.62567234
		0.457286091	-1.045191574			0.460818396	-1.04743398			0.049474962	-0.151951109			0.914757094	-1.708724249			0.053039742	-0.16231219			0.039412918	0.122308295			0.114257804	-0.3300057			0.102920719	-0.300296456			0.008803561	-0.028239732			0.270895324	-0.372321557			0.589539825	-1.260365205			0.080055733	0.23859124	+	+	13.91019812	6.028990464			0.347746271	-0.846562195			0.149784599	0.412967237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3KTF9;J3QRM9;Q8N138-4;Q8N138	J3KTF9;J3QRM9;Q8N138-4;Q8N138	ORM1-like protein 3	ORMDL3	Color2 [Red]	1	5					2	1	1	31.4	20.6	20.6	11.796	0.00050916	3.1988	654710	6	11.8379631	10.22292137	11.37152195	11.5852232	11.21640301	10.624053	12.70959663	11.41511631	11.77585793	11.07677841	10.35882664	10.16335583	11.11830235	11.85927391	12.89436531	11.59099007	12.73513222	12.33227062	11.72039986	11.59845924	12.08971882	11.84898949	11.89856625	11.74311352	12.54459858	12.43340302	11.26440334	10.99461269	11.68202782	11.85951996	11.64831829	9.33000946	11.94641209	11.9258585	13.10743046	17.08108902	17.83337212	18.06502724	10.53939152	11.28829956	12.15355968	12.51835823	12.56885815	12.71966648
		0.806608739	0.862572279			0.123774331	-0.187644395			0.034736758	0.059513256			0.410091617	-0.528616151			0.055933658	-0.093764478			0.200436543	0.296371987			0.066314676	0.110029221			0.17503272	0.263958577			0.057735624	0.096610896			0.69146878	-0.95165139			0.70099246	-0.782987595			0.248715835	-0.355007989			0.477166879	0.592844554			0.123239104	0.194016102			0.253171877	-0.304810279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3KTL2;Q07955;Q07955-3;Q07955-2;J3QQV5;J3KSW7;J3KSR8	J3KTL2;Q07955;Q07955-3;Q07955-2;J3QQV5;J3KSW7	Serine/arginine-rich splicing factor 1	SRSF1	Color2 [Red]	1	5					5	5	5	34.8	34.8	34.8	28.329	0	89.72	15967000	93	20.24585915	17.09290123	16.26055145	18.18635559	17.75922585	14.50308037	17.22712708	17.11146164	17.04174423	17.54064178	16.87986946	15.33472729	17.08358383	16.91625214	16.9569664	18.32737732	16.52723312	17.18020058	18.10128784	16.36963081	17.04899788	19.59344673	16.62385368	15.72794724	18.84619522	16.33257866	16.3040657	16.7059021	15.4608717	16.90501022	16.19046211	15.95689774	16.98526382	16.64441872	16.60526276	18.19205284	17.78832245	16.87363625	17.21674538	17.4615593	17.07368088	16.72067261	16.55608749	16.82040405
		0.379867982	-0.855806868			0.484147476	-1.026817839			0.01411454	0.042466073			0.166483469	-0.434131577	+	+	9.10746953	5.107531984			0.001891604	0.005770175			0.166352672	-0.433836138			0.392473189	-0.877696982			0.555045305	-1.138334774			0.524102684	1.278347761			0.234801595	-0.581306903			0.171032847	-0.44437255			0.263738271	-0.639786266			0.225770194	-0.56261485			0.126324354	-0.343459329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QLM1;Q14849-2;Q14849-3;Q14849;J3QRM3	J3QLM1;Q14849-2;Q14849-3;Q14849;J3QRM3	StAR-related lipid transfer protein 3	STARD3	Color2 [Red]	1	5					3	3	3	10.3	10.3	10.3	52.541	0	65.221	312900	5	11.79327393	10.15268517	11.92447567	11.19447708	10.56576443	11.59716034	11.92451763	11.85750675	12.57048035	10.08933353	12.69428539	12.25197124	17.06181335	17.25534248	16.03092575	12.03298283	11.95322609	12.26489925	12.04614067	11.42075348	11.56951237	11.02138138	11.5790453	11.20952225	11.50315189	8.939399719	12.64721394	11.83372307	14.56706524	12.52639675	12.03028584	10.07223892	11.30671787	11.26476097	12.4358139	9.87172699	11.51948357	13.07612324	11.75605297	10.44909191	12.47542572	13.6740818	11.20511436	10.52828121
		0.096523781	0.250254168			0.328425351	0.725245966			0.037303612	0.102492105			0.362837845	-0.773187674			0.194409439	0.464366495			0.322909751	0.705306498			0.03791299	-0.104099982			0.163867776	-0.400936327			0.470506206	-0.943317177			1.073289888	-1.844126066			0.071102577	0.188818341			0.412501553	0.853838221			0.039262719	-0.107654226			0.560797914	1.073854156			1.010934196	-1.70788398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QLR6;K7EQZ7;Q13045-2;Q13045-3;Q13045	J3QLR6;K7EQZ7;Q13045-2;Q13045-3;Q13045	Protein flightless-1 homolog	FLII	Color2 [Red]	1	5					1	1	1	8.6	8.6	8.6	21.189	0.0045126	2.2118	716860	10	12.81215763	13.46671391	14.272192	13.91485214	12.88911057	15.17207623	12.15831566	13.99028111	13.99417686	11.88038731	16.41369438	9.429050446	11.29498386	15.52092552	14.32678032	12.6201973	16.0467186	13.14152908	13.27063084	15.22641182	11.07488441	13.01996899	10.82730579	14.9044466	11.11749649	14.53557873	11.59996223	11.73538303	11.21866131	12.82652855	13.94352245	13.61125565	12.0157795	15.44002533	14.76305676	13.42495346	12.14059067	13.996562	13.74441528	13.95370579	15.12867928	10.22334862	11.15266228	13.3006382
		0.170549624	0.368852842			0.14932359	-0.339113008			1.822211549	-2.056419109			0.767309603	-1.191231219			0.39747664	-0.737484896			0.917334917	-1.344004013			0.555156758	0.947328704			0.4034809	0.746039681			0.126934635	0.284651974			0.370830655	0.69430229			0.181515351	0.38917844			0.124201376	0.279183242			0.919016689	1.345639792			0.2784023	0.556367702			0.212403936	-0.445490292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QLS3;Q9Y2R9;J3KSI8;J3QQS1;J3QKW2	J3QLS3;Q9Y2R9;J3KSI8;J3QQS1;J3QKW2	"28S ribosomal protein S7, mitochondrial"	MRPS7	Color2 [Red]	1	5					5	5	5	30.3	30.3	30.3	31.704	0	20.222	12107000	93	15.6789856	15.22245502	15.14660835	15.8203783	15.29842091	12.80535221	15.32505989	11.31281567	12.70876408	15.99192047	14.97306919	10.77230072	15.61973286	15.63191605	11.73941422	15.21965981	13.07137203	13.02412319	16.38889122	15.85900116	15.39857674	15.81970501	16.70576668	14.56480408	15.38292789	14.7249403	15.70752048	15.41458607	15.74278355	15.51301861	14.76362705	15.82756615	15.34165764	15.52322483	14.93539524	17.68174553	15.71901417	15.34630585	15.8796072	14.8357048	15.85087013	14.16514301	14.84141731	14.59845924
		0.424846908	0.474983424			0.775863596	-0.721295148			1.935523081	1.302660888			0.610977273	0.621340425			0.912380765	-0.819610532			0.124816182	0.171621532			0.04157802	0.061857233			0.014645498	-0.022426469			1.154969478	-0.955281675			0.322258884	-0.936523951			1.163454584	-0.959724998			0.642782791	0.644236619			0.043113314	0.064039548			0.246863895	-0.308579027	+	+	6.689562645	3.330226471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QQN7;Q8N9F7-3;Q8N9F7-2;Q8N9F7;J3KTA9	J3QQN7;Q8N9F7-3;Q8N9F7-2;Q8N9F7;J3KTA9	Glycerophosphodiester phosphodiesterase domain-containing protein 1	GDPD1	Color2 [Red]	1	5					3	3	3	20	20	20	23.956	0	5.6505	2222800	14	13.20885944	11.0883379	12.9841156	10.92319107	10.78040791	11.98887825	12.34475517	13.9933672	13.23019409	13.69987583	11.16868019	12.81716442	11.47161865	12.25217628	9.980350494	11.34741592	12.94270039	12.15295982	12.00859451	12.32557201	11.80561352	11.23562431	12.69550705	11.97575951	11.26499653	11.10454369	10.95972443	11.67197514	11.54707241	10.72134113	11.58473396	11.01091194	12.40701389	12.47486591	12.86710644	11.6838007	12.54396057	11.91804886	11.07555866	11.49929428	12.54135323	16.33439636	14.56825352	14.9443922
		1.483148242	2.606645648			0.682158209	1.575216039			0.286449724	-0.814645794			0.077740087	-0.260829444			0.450094823	-1.160106396			0.087650496	-0.291338721			0.379421843	-1.017939041			0.195752366	0.59392247			0.261144378	-0.755547251			0.388792968	-1.712809612			0.209989863	-0.630296208			0.60229904	-1.437733668	+	+	8.419726268	5.933698881			1.029978724	-2.074956376	+	+	5.961199004	6.902415975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QRD1;P51648;P51648-2;I3L1M4;J3QS00;E9PJV0;C9JKT2;C9JMC5;I3L3I9;A8MYB8;E9PNN6;P48448;P43353-2;P30838;P43353	J3QRD1;P51648;P51648-2;I3L1M4	Fatty aldehyde dehydrogenase	ALDH3A2	Color2 [Red]	1	5					7	7	7	28	28	28	44.648	0	20.926	6076600	60	15.0054493	15.11670971	14.57086372	16.36632156	13.96090698	11.27150536	12.34021854	11.16169834	11.73753738	14.32312489	11.55832481	10.88828659	11.21484756	12.04695129	11.02309322	12.65036297	11.89640903	12.13866234	11.22737503	11.56345749	11.88689041	14.19044209	13.43619061	11.5049181	13.65865803	10.51015091	11.23394394	11.24982452	11.83481407	11.19642258	12.35639668	12.19602203	10.63107777	11.64684391	11.23984241	17.69152451	18.29171944	17.90295219	10.59791088	10.42521381	10.73389244	19.47739792	19.80780411	18.29513168
		0.259498593	0.576474589			0.15109861	0.362601044			0.004749585	0.013185892			0.063929421	0.16672386			0.165115312	0.393574933			1.254622436	-1.804333414			0.24914451	0.557489168			0.382186647	0.785120256			0.003344885	0.009301004			0.010211942	-0.032002938			0.378993022	0.780028071			0.102293649	0.257278742			0.435964678	0.868527303			2.254651132	-2.54255837			0.048294132	0.127424958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QRN6;O94832;K7EIG7;J3KRL0	J3QRN6;O94832;K7EIG7;J3KRL0	Unconventional myosin-Id	MYO1D	Color2 [Red]	1	5					4	4	4	7.1	7.1	7.1	111.29	0	7.9786	76286000	38	19.77026939	19.39903641	18.38915253	19.62626076	18.84137917	18.44919777	18.78046227	18.85756874	18.36397171	19.69389153	19.27664757	17.45571327	18.84147263	18.9317131	19.27989197	19.55865288	17.92896843	13.49228859	19.55114174	19.70071411	18.25414276	19.89165115	19.76634407	18.47698402	19.45000267	18.38072395	18.16054153	18.68390656	18.45843887	19.63551903	19.32005501	19.1653347	19.06536865	19.3645916	18.24650955	20.1730423	19.07046127	19.12194252	18.28070641	18.87017822	11.78919315	19.61545372	18.34628868	18.24956703
		0.798105555	-0.665627162			0.063315081	0.078233083			1.27999327	0.905563482			0.296493607	-0.318425333			0.208670455	0.238339542			0.294321906	0.316545341			0.542061259	0.506369182			0.52078703	-0.491703887			2.308035309	-1.276413236			0.14186756	-0.227718207			0.361292986	-0.372496923			0.339981561	0.355128461			0.828090811	0.682525508			0.358862404	0.370535478			0.636191408	-0.565800985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QRS3;P19105;O14950;J3KTJ1;P24844	J3QRS3;P19105;O14950	Myosin regulatory light chain 12A;Myosin regulatory light chain 12B	MYL12A;MYL12B	Color2 [Red]	1	5					3	3	3	23.7	23.7	23.7	20.457	0	52.878	16729000	156	16.32865715	18.61140633	17.59986877	17.14599228	18.79743958	18.82808113	19.11758804	19.01881409	18.74497795	17.8037281	17.78347206	17.91210556	17.41410637	19.05173492	18.57189369	18.43391991	18.32157516	18.49833488	18.58446312	17.86610794	19.32777214	16.82538033	17.28138733	18.91374207	16.21403503	17.15639877	17.48180008	17.58453751	17.97650909	17.14917183	17.65815544	18.54257011	18.77661324	18.49087524	18.09295273	19.12724304	18.91491127	18.22293663	18.85735512	17.85355377	18.69210434	16.26458931	18.17499352	18.39982796
		0.261331426	-0.741328448			0.224767198	-0.65243424			0.116545687	0.370031756	+	+	15.09635184	6.747633689			0.422117918	-1.083537492			0.052929084	0.178434245			0.497930882	-1.226948729			0.011891826	-0.041872987			0.25631327	-0.729628572			0.233126922	0.33556229			0.399080607	-1.037931479			0.205706618	-0.607413374			0.106645401	-0.341597457			0.516004434	-1.259750076			0.513402656	-1.274339885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QS41;P42694-2;P42694;A0A075B6R3;J3QRR8;J3KT20	J3QS41;P42694-2;P42694;A0A075B6R3	Probable helicase with zinc finger domain	HELZ	Color2 [Red]	1	5					7	7	7	7.3	7.3	7.3	219.05	0	11.621	1197200	14	12.04664707	12.20969677	10.89846325	12.36306667	11.46500492	11.59341812	12.37329197	13.46365166	12.38872719	18.06886292	19.40671539	18.37241364	11.70502663	11.71222591	10.79197693	11.77680302	11.72607517	14.19337845	12.32659817	11.8080492	9.678314209	12.45267868	12.64031315	11.99452114	12.40522099	11.08735847	11.69455624	12.08048439	12.09693336	11.32051849	11.18512344	11.82960415	11.78704548	11.17200661	12.5657835	12.69887829	12.18577385	11.3746748	10.25426579	11.86023331	11.60782719	11.99343395	11.70809269	9.85424614
		0.204037399	-0.47037448			0.232455886	-0.528873498			0.400740047	-0.811907741			0.408190492	-0.823476119			0.050089976	0.13204887			0.018596501	0.05068125			0.973735971	-1.529441252			0.347125065	-0.726081267			0.18474906	-0.432255572			0.017800954	0.056500936	+	+	7.437549719	4.353194718			0.02891101	-0.077916609			0.268742968	-0.591418621			0.477553997	0.927388509			0.376068699	-0.774089868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QSX3;Q53G59;Q53G59-2	J3QSX3;Q53G59;Q53G59-2	Kelch-like protein 12	KLHL12	Color2 [Red]	1	5					1	1	1	4.4	4.4	4.4	35.998	0	10.21	283710	5	11.05590534	11.05166721	12.72585583	12.14823627	10.11388111	12.39581394	12.18644714	9.995090485	11.70818043	12.05803776	10.82822227	10.97149277	10.65217781	12.86962128	12.97622013	11.12561131	12.8441515	12.30342484	11.06036186	10.50148964	10.34520817	9.154016495	13.18384457	11.78900909	11.29151249	11.26917171	12.37807274	11.3736372	12.71390724	16.44440079	15.77280426	15.94450665	10.71299553	12.57277298	12.63208294	9.903123856	12.67203999	11.92380047	13.51465607	12.73613071	12.44488144	11.35199451	12.01865196	10.55163574
		0.542221364	0.965341731			0.468237989	0.824963415			0.029513266	-0.075324976			0.937440235	-1.413500359			0.02213474	-0.056943893			0.198267756	0.435031437			0.128254639	0.29782891			0.287255342	0.591609737			0.061306159	-0.151438541			0.060516001	0.182343972			0.019628595	-0.050634747			0.563275416	-0.992528116			0.352989626	0.697164027			0.126925075	-0.295079985			0.777497219	-1.171210126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J3QSX4;J3QT28;O43684-2;O43684	J3QSX4;J3QT28;O43684-2;O43684	Mitotic checkpoint protein BUB3	BUB3	Color2 [Red]	1	5					1	1	1	19.3	19.3	19.3	16.28	0	5.9814	276880	5	16.1829567	13.67364025	10.27428818	15.59455776	10.96845913	13.14673328	12.63203621	13.16545677	11.45786572	13.69522858	9.45030117	10.41223907	12.94681454	11.77099419	12.58833981	13.08266449	12.33168983	13.25119972	15.59973812	10.90701389	11.77968979	15.78986454	12.13255501	11.17578506	13.11892509	11.51038074	12.41573906	13.14615536	11.96345043	12.99283218	13.19078159	11.13996792	11.52584362	11.78204823	11.41308975	14.83016872	11.27782726	13.2818718	13.44953537	12.30497837	10.89362717	9.114703178	12.17152119	12.43500519
		0.530894082	0.802394322			0.20808023	0.377314023			0.088357232	0.179516638	+	+	6.646405365	-3.344899314			0.127708071	0.250462432			0.670873949	0.949493027			0.131298852	0.256710488			0.014527872	-0.031814557			0.183847205	-0.34433472			0.177819892	0.233124268			0.212031512	-0.38867856			0.139351387	0.270594061			0.6749377	0.953538404			0.06391825	0.132942163			0.129505346	0.250459762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J9JID7;Q03252	J9JID7;Q03252	Lamin-B2	LMNB2	Color2 [Red]	1	5					6	6	6	15.6	15.6	15.6	69.948	0	24.504	7475200	72	16.7234745	16.05038071	16.83466911	15.81968021	16.1398716	16.37373161	16.3106308	15.72637749	15.85040665	13.55530834	13.75028801	10.84330082	15.90482235	15.2041893	16.97443771	17.22241783	15.96321201	16.82935143	16.63594437	16.94820786	14.51656151	15.64408207	15.94530678	15.71408463	15.62642193	15.10582638	15.70768261	16.06932449	16.39277077	15.11076832	14.90265751	16.30397606	14.49479294	17.3881855	16.25609779	16.79245949	16.03333664	17.20036316	14.38289452	17.03542137	16.34040642	15.72219372	15.65225697	16.57826996
